sku,name,description,price
SKU05573,"Product 5573","Description for product 5573",37.78
SKU05574,"Product 5574","Description for product 5574",89.9
SKU05575,"Product 5575","Description for product 5575",86.15
SKU05576,"Product 5576","Description for product 5576",27.42
SKU05577,"Product 5577","Description for product 5577",7.3
SKU05578,"Product 5578","Description for product 5578",1.91
SKU05579,"Product 5579","Description for product 5579",95.42
SKU05580,"Product 5580","Description for product 5580",38.87
SKU05581,"Product 5581","Description for product 5581",59.34
SKU05582,"Product 5582","Description for product 5582",57.28
SKU05583,"Product 5583","Description for product 5583",33.36
SKU05584,"Product 5584","Description for product 5584",92.54
SKU05585,"Product 5585","Description for product 5585",56.92
SKU05586,"Product 5586","Description for product 5586",88.39
SKU05587,"Product 5587","Description for product 5587",23.76
SKU05588,"Product 5588","Description for product 5588",82.33
SKU05589,"Product 5589","Description for product 5589",29.21
SKU05590,"Product 5590","Description for product 5590",31.52
SKU05591,"Product 5591","Description for product 5591",81.39
SKU05592,"Product 5592","Description for product 5592",7.84
SKU05593,"Product 5593","Description for product 5593",64.66
SKU05594,"Product 5594","Description for product 5594",45.42
SKU05595,"Product 5595","Description for product 5595",91.53
SKU05596,"Product 5596","Description for product 5596",90.35
SKU05597,"Product 5597","Description for product 5597",84.46
SKU05598,"Product 5598","Description for product 5598",10.16
SKU05599,"Product 5599","Description for product 5599",48.45
SKU05600,"Product 5600","Description for product 5600",27.54
SKU05601,"Product 5601","Description for product 5601",19.47
SKU05602,"Product 5602","Description for product 5602",51.54
SKU05603,"Product 5603","Description for product 5603",18.12
SKU05604,"Product 5604","Description for product 5604",2.94
SKU05605,"Product 5605","Description for product 5605",51.5
SKU05606,"Product 5606","Description for product 5606",67.46
SKU05607,"Product 5607","Description for product 5607",79.59
SKU05608,"Product 5608","Description for product 5608",12.22
SKU05609,"Product 5609","Description for product 5609",17.65
SKU05610,"Product 5610","Description for product 5610",97.58
SKU05611,"Product 5611","Description for product 5611",77.87
SKU05612,"Product 5612","Description for product 5612",27.07
SKU05613,"Product 5613","Description for product 5613",25.87
SKU05614,"Product 5614","Description for product 5614",89.98
SKU05615,"Product 5615","Description for product 5615",97.47
SKU05616,"Product 5616","Description for product 5616",38.85
SKU05617,"Product 5617","Description for product 5617",5.52
SKU05618,"Product 5618","Description for product 5618",64.77
SKU05619,"Product 5619","Description for product 5619",64.88
SKU05620,"Product 5620","Description for product 5620",11.71
SKU05621,"Product 5621","Description for product 5621",85.67
SKU05622,"Product 5622","Description for product 5622",9.41
SKU05623,"Product 5623","Description for product 5623",94.97
SKU05624,"Product 5624","Description for product 5624",41.19
SKU05625,"Product 5625","Description for product 5625",40
SKU05626,"Product 5626","Description for product 5626",49.74
SKU05627,"Product 5627","Description for product 5627",10.41
SKU05628,"Product 5628","Description for product 5628",60.74
SKU05629,"Product 5629","Description for product 5629",75.54
SKU05630,"Product 5630","Description for product 5630",27.27
SKU05631,"Product 5631","Description for product 5631",24
SKU05632,"Product 5632","Description for product 5632",64.01
SKU05633,"Product 5633","Description for product 5633",88.82
SKU05634,"Product 5634","Description for product 5634",89.4
SKU05635,"Product 5635","Description for product 5635",90.52
SKU05636,"Product 5636","Description for product 5636",71.62
SKU05637,"Product 5637","Description for product 5637",84.75
SKU05638,"Product 5638","Description for product 5638",75.69
SKU05639,"Product 5639","Description for product 5639",93.46
SKU05640,"Product 5640","Description for product 5640",74.59
SKU05641,"Product 5641","Description for product 5641",92.57
SKU05642,"Product 5642","Description for product 5642",39.53
SKU05643,"Product 5643","Description for product 5643",62.45
SKU05644,"Product 5644","Description for product 5644",87.76
SKU05645,"Product 5645","Description for product 5645",33.39
SKU05646,"Product 5646","Description for product 5646",72.76
SKU05647,"Product 5647","Description for product 5647",70.43
SKU05648,"Product 5648","Description for product 5648",49.8
SKU05649,"Product 5649","Description for product 5649",68.9
SKU05650,"Product 5650","Description for product 5650",63.91
SKU05651,"Product 5651","Description for product 5651",31.4
SKU05652,"Product 5652","Description for product 5652",75.55
SKU05653,"Product 5653","Description for product 5653",80.95
SKU05654,"Product 5654","Description for product 5654",86.5
SKU05655,"Product 5655","Description for product 5655",64.64
SKU05656,"Product 5656","Description for product 5656",78.8
SKU05657,"Product 5657","Description for product 5657",16.8
SKU05658,"Product 5658","Description for product 5658",23.26
SKU05659,"Product 5659","Description for product 5659",60.79
SKU05660,"Product 5660","Description for product 5660",2.12
SKU05661,"Product 5661","Description for product 5661",5.56
SKU05662,"Product 5662","Description for product 5662",83.34
SKU05663,"Product 5663","Description for product 5663",30.46
SKU05664,"Product 5664","Description for product 5664",67.92
SKU05665,"Product 5665","Description for product 5665",23.8
SKU05666,"Product 5666","Description for product 5666",4.61
SKU05667,"Product 5667","Description for product 5667",47.11
SKU05668,"Product 5668","Description for product 5668",96.47
SKU05669,"Product 5669","Description for product 5669",24.52
SKU05670,"Product 5670","Description for product 5670",95.33
SKU05671,"Product 5671","Description for product 5671",39.8
SKU05672,"Product 5672","Description for product 5672",72.16
SKU05673,"Product 5673","Description for product 5673",57.93
SKU05674,"Product 5674","Description for product 5674",43.52
SKU05675,"Product 5675","Description for product 5675",16.25
SKU05676,"Product 5676","Description for product 5676",35.11
SKU05677,"Product 5677","Description for product 5677",82.37
SKU05678,"Product 5678","Description for product 5678",62.84
SKU05679,"Product 5679","Description for product 5679",63.88
SKU05680,"Product 5680","Description for product 5680",73.64
SKU05681,"Product 5681","Description for product 5681",64.2
SKU05682,"Product 5682","Description for product 5682",56.24
SKU05683,"Product 5683","Description for product 5683",48.72
SKU05684,"Product 5684","Description for product 5684",11.27
SKU05685,"Product 5685","Description for product 5685",8.06
SKU05686,"Product 5686","Description for product 5686",86.34
SKU05687,"Product 5687","Description for product 5687",92.38
SKU05688,"Product 5688","Description for product 5688",47.44
SKU05689,"Product 5689","Description for product 5689",40.93
SKU05690,"Product 5690","Description for product 5690",82.23
SKU05691,"Product 5691","Description for product 5691",23.35
SKU05692,"Product 5692","Description for product 5692",16.64
SKU05693,"Product 5693","Description for product 5693",37.16
SKU05694,"Product 5694","Description for product 5694",2.47
SKU05695,"Product 5695","Description for product 5695",39.3
SKU05696,"Product 5696","Description for product 5696",7.78
SKU05697,"Product 5697","Description for product 5697",88.23
SKU05698,"Product 5698","Description for product 5698",97.71
SKU05699,"Product 5699","Description for product 5699",4.13
SKU05700,"Product 5700","Description for product 5700",97.02
SKU05701,"Product 5701","Description for product 5701",24.52
SKU05702,"Product 5702","Description for product 5702",88.71
SKU05703,"Product 5703","Description for product 5703",3.06
SKU05704,"Product 5704","Description for product 5704",32.64
SKU05705,"Product 5705","Description for product 5705",63.54
SKU05706,"Product 5706","Description for product 5706",78.04
SKU05707,"Product 5707","Description for product 5707",88.74
SKU05708,"Product 5708","Description for product 5708",42.17
SKU05709,"Product 5709","Description for product 5709",55.15
SKU05710,"Product 5710","Description for product 5710",77
SKU05711,"Product 5711","Description for product 5711",23.71
SKU05712,"Product 5712","Description for product 5712",6.31
SKU05713,"Product 5713","Description for product 5713",52.59
SKU05714,"Product 5714","Description for product 5714",3.28
SKU05715,"Product 5715","Description for product 5715",55.18
SKU05716,"Product 5716","Description for product 5716",99.82
SKU05717,"Product 5717","Description for product 5717",87.95
SKU05718,"Product 5718","Description for product 5718",73.05
SKU05719,"Product 5719","Description for product 5719",53.81
SKU05720,"Product 5720","Description for product 5720",82.56
SKU05721,"Product 5721","Description for product 5721",66.9
SKU05722,"Product 5722","Description for product 5722",44.18
SKU05723,"Product 5723","Description for product 5723",67.82
SKU05724,"Product 5724","Description for product 5724",18.15
SKU05725,"Product 5725","Description for product 5725",41.01
SKU05726,"Product 5726","Description for product 5726",3.17
SKU05727,"Product 5727","Description for product 5727",34.95
SKU05728,"Product 5728","Description for product 5728",95.76
SKU05729,"Product 5729","Description for product 5729",53.76
SKU05730,"Product 5730","Description for product 5730",97.24
SKU05731,"Product 5731","Description for product 5731",45.02
SKU05732,"Product 5732","Description for product 5732",70.1
SKU05733,"Product 5733","Description for product 5733",6.27
SKU05734,"Product 5734","Description for product 5734",37.18
SKU05735,"Product 5735","Description for product 5735",50.37
SKU05736,"Product 5736","Description for product 5736",55.63
SKU05737,"Product 5737","Description for product 5737",85.33
SKU05738,"Product 5738","Description for product 5738",7.68
SKU05739,"Product 5739","Description for product 5739",32.58
SKU05740,"Product 5740","Description for product 5740",8.18
SKU05741,"Product 5741","Description for product 5741",75.6
SKU05742,"Product 5742","Description for product 5742",95.08
SKU05743,"Product 5743","Description for product 5743",37.7
SKU05744,"Product 5744","Description for product 5744",78.1
SKU05745,"Product 5745","Description for product 5745",63.94
SKU05746,"Product 5746","Description for product 5746",49.36
SKU05747,"Product 5747","Description for product 5747",95.05
SKU05748,"Product 5748","Description for product 5748",94.88
SKU05749,"Product 5749","Description for product 5749",45.76
SKU05750,"Product 5750","Description for product 5750",27.51
SKU05751,"Product 5751","Description for product 5751",15.8
SKU05752,"Product 5752","Description for product 5752",96.91
SKU05753,"Product 5753","Description for product 5753",67.22
